Game Turn, Player, Score, CATEGORY_CIVICS, CATEGORY_EMPIRE, CATEGORY_GREAT_PEOPLE, CATEGORY_RELIGION, CATEGORY_TECH, CATEGORY_WONDER, CATEGORY_TRADE, CATEGORY_PILLAGE, CATEGORY_INCOME, CATEGORY_SCENARIO1, CATEGORY_SCENARIO2, CATEGORY_SCENARIO3, CATEGORY_E
107, 2, 215, 33, 68, 15, 12, 34, 0, 0, 0, 0, 0, 0, 0, 53
107, 3, 145, 33, 47, 0, 0, 26, 15, 0, 0, 0, 0, 0, 0, 24
107, 4, 210, 36, 60, 10, 10, 24, 15, 0, 0, 0, 0, 0, 0, 55
107, 5, 139, 33, 42, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 36
107, 6, 154, 21, 48, 5, 10, 28, 15, 0, 0, 0, 0, 0, 0, 27
107, 7, 127, 24, 37, 5, 12, 22, 0, 0, 0, 0, 0, 0, 0, 27
107, 8, 163, 24, 64, 5, 0, 30, 15, 0, 0, 0, 0, 0, 0, 25
107, 9, 102, 24, 30, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 22
107, 10, 80, 33, 19, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0
107, 11, 78, 33, 17, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0
107, 12, 79, 33, 18, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0
107, 13, 72, 33, 17, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0
107, 14, 79, 33, 18, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0
107, 16, 76, 33, 17, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0
107, 18, 75, 33, 14, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0
107, 19, 78, 33, 17, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0
107, 20, 73, 30, 15, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0
107, 21, 77, 33, 16, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0
107, 22, 76, 33, 15, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0
107, 23, 74, 33, 13, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0
107, 24, 76, 30, 18, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0
107, 62, 14, 12, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0
107, 63, 62, 30, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0
107, 0, 202, 33, 65, 5, 0, 34, 15, 0, 0, 0, 0, 0, 0, 50
107, 1, 162, 33, 51, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 50
108, 2, 218, 33, 71, 15, 12, 34, 0, 0, 0, 0, 0, 0, 0, 53
108, 3, 148, 36, 47, 0, 0, 26, 15, 0, 0, 0, 0, 0, 0, 24
108, 4, 212, 36, 60, 10, 10, 26, 15, 0, 0, 0, 0, 0, 0, 55
108, 5, 139, 33, 42, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 36
108, 6, 156, 21, 49, 5, 10, 28, 15, 0, 0, 0, 0, 0, 0, 28
108, 7, 129, 24, 37, 5, 14, 22, 0, 0, 0, 0, 0, 0, 0, 27
108, 8, 166, 27, 64, 5, 0, 30, 15, 0, 0, 0, 0, 0, 0, 25
108, 9, 102, 24, 30, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 22
108, 10, 80, 33, 19, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0
108, 11, 78, 33, 17, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0
108, 12, 79, 33, 18, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0
108, 13, 74, 33, 17, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0
108, 14, 79, 33, 18, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0
108, 16, 76, 33, 17, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0
108, 18, 77, 33, 14, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0
108, 19, 78, 33, 17, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0
108, 20, 73, 30, 15, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0
108, 21, 77, 33, 16, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0
108, 22, 76, 33, 15, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0
108, 23, 77, 33, 14, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0
108, 24, 76, 30, 18, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0
108, 62, 14, 12, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0
108, 63, 62, 30, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0
108, 0, 207, 33, 65, 5, 0, 36, 15, 0, 0, 0, 0, 0, 0, 53
108, 1, 165, 36, 51, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 50
109, 2, 218, 33, 71, 15, 12, 34, 0, 0, 0, 0, 0, 0, 0, 53
109, 3, 149, 36, 48, 0, 0, 26, 15, 0, 0, 0, 0, 0, 0, 24
109, 4, 212, 36, 60, 10, 10, 26, 15, 0, 0, 0, 0, 0, 0, 55
109, 5, 141, 33, 43, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 37
109, 6, 175, 21, 50, 5, 10, 28, 30, 0, 0, 0, 0, 0, 0, 31
109, 7, 129, 24, 37, 5, 14, 22, 0, 0, 0, 0, 0, 0, 0, 27
109, 8, 166, 27, 64, 5, 0, 30, 15, 0, 0, 0, 0, 0, 0, 25
109, 9, 102, 24, 30, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 22
109, 10, 80, 33, 19, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0
109, 11, 78, 33, 17, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0
109, 12, 79, 33, 18, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0
109, 13, 76, 33, 17, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0
109, 14, 79, 33, 18, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0
109, 16, 76, 33, 17, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0
109, 18, 79, 33, 14, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0
109, 19, 78, 33, 17, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0
109, 20, 73, 30, 15, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0
109, 21, 78, 33, 17, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0
109, 22, 76, 33, 15, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0
109, 23, 76, 33, 13, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0
109, 24, 76, 30, 18, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0
109, 62, 14, 12, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0
109, 63, 62, 30, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0
109, 0, 213, 33, 69, 5, 0, 36, 15, 0, 0, 0, 0, 0, 0, 55
109, 1, 167, 36, 53, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 50
110, 2, 218, 33, 71, 15, 12, 34, 0, 0, 0, 0, 0, 0, 0, 53
110, 3, 151, 36, 48, 0, 0, 26, 15, 0, 0, 0, 0, 0, 0, 26
110, 4, 212, 36, 60, 10, 10, 26, 15, 0, 0, 0, 0, 0, 0, 55
110, 5, 141, 33, 43, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 37
110, 6, 180, 24, 50, 5, 10, 30, 30, 0, 0, 0, 0, 0, 0, 31
110, 7, 129, 24, 37, 5, 14, 22, 0, 0, 0, 0, 0, 0, 0, 27
110, 8, 169, 27, 67, 5, 0, 30, 15, 0, 0, 0, 0, 0, 0, 25
110, 9, 107, 27, 30, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 24
110, 10, 80, 33, 19, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0
110, 11, 78, 33, 17, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0
110, 12, 80, 33, 19, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0
110, 13, 78, 33, 17, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0
110, 14, 79, 33, 18, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0
110, 16, 76, 33, 17, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0
110, 18, 79, 33, 14, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0
110, 19, 78, 33, 17, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0
110, 20, 73, 30, 15, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0
110, 21, 78, 33, 17, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0
110, 22, 76, 33, 15, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0
110, 23, 76, 33, 13, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0
110, 24, 76, 30, 18, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0
110, 62, 14, 12, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0
110, 63, 62, 30, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0
