Turn, Event, Origin City, Destination City, Attached Resource, Origin Yields
113, Route Ended (Expired), LOC_CITY_NAME_WENTE_MAPU, LOC_CITY_NAME_CULLEN,Resource -1 (x0),Origin Yields,0.00,0.00,4.00,1.00,0.00,0.00,Destination Yields,0.00,0.00,0.00,0.00,0.00,0.00
113, Route Started, LOC_CITY_NAME_ATHENS, LOC_CITY_NAME_SPARTA,Resource -1 (x0),Origin Yields,3.00,1.00,0.00,0.00,0.00,0.00,Destination Yields,0.00,0.00,0.00,0.00,0.00,0.00
113, Route Ended (Expired), CROOKED THRONE, LOC_CITY_NAME_MBUMBI,Resource -1 (x0),Origin Yields,1.00,0.00,10.00,1.00,0.00,0.00,Destination Yields,0.00,0.00,0.00,0.00,0.00,0.00
114, Route Started, LOC_CITY_NAME_WENTE_MAPU, LOC_CITY_NAME_CULLEN,Resource -1 (x0),Origin Yields,0.00,0.00,4.00,1.00,0.00,0.00,Destination Yields,0.00,0.00,0.00,0.00,0.00,0.00
114, Route Ended (Expired), LOC_CITY_NAME_RAPA_NUI, LOC_CITY_NAME_CARDIFF,Resource -1 (x0),Origin Yields,0.00,0.00,4.00,0.00,0.00,0.00,Destination Yields,0.00,0.00,0.00,0.00,0.00,0.00
114, Route Started, CROOKED THRONE, LOC_CITY_NAME_SINGAPORE,Resource -1 (x0),Origin Yields,0.00,0.00,10.00,0.00,0.00,0.00,Destination Yields,0.00,0.00,0.00,0.00,0.00,0.00
115, Route Ended (Expired), LOC_CITY_NAME_WASHINGTON, LOC_CITY_NAME_LISBON,Resource -1 (x0),Origin Yields,0.00,0.00,10.00,0.00,0.00,0.00,Destination Yields,0.00,0.00,0.00,0.00,0.00,0.00
115, Route Started, LOC_CITY_NAME_RAPA_NUI, LOC_CITY_NAME_CARDIFF,Resource -1 (x0),Origin Yields,0.00,0.00,4.00,0.00,0.00,0.00,Destination Yields,0.00,0.00,0.00,0.00,0.00,0.00
116, Route Ended (War Declared), LOC_CITY_NAME_RAPA_NUI, LOC_CITY_NAME_CARDIFF,Resource -1 (x0),Origin Yields,0.00,0.00,3.00,0.00,0.00,0.00,Destination Yields,0.00,0.00,0.00,0.00,0.00,0.00
116, Route Started, LOC_CITY_NAME_WASHINGTON, LOC_CITY_NAME_NEW_YORK,Resource -1 (x0),Origin Yields,2.00,1.00,0.00,0.00,0.00,0.00,Destination Yields,0.00,0.00,0.00,0.00,0.00,0.00
