Game Turn, Player, Action, Belief, City
193, 5, Found Religion, RELIGION_JUDAISM, N/A
193, 5, Add belief to LOC_RELIGION_JUDAISM, BELIEF_JESUIT_EDUCATION, N/A
193, 0, Adopt Religion, N/A, LOC_CITY_NAME_NARANJO
193, 0, Adopt Religion, N/A, LOC_CITY_NAME_PALENQUE_MAYA
193, 0, Adopt Religion, N/A, LOC_CITY_NAME_YOKIB
193, 0, Adopt Religion, N/A, LOC_CITY_NAME_CHICHEN_ITZA
193, 0, Adopt Religion, N/A, LOC_CITY_NAME_MBWILA
193, 0, Adopt Religion, N/A, LOC_CITY_NAME_MBUMBI
193, 0, Adopt Religion, N/A, LOC_CITY_NAME_UXMAL
193, 0, Adopt Religion, N/A, LOC_CITY_NAME_KWILA
193, 0, Adopt Religion, N/A, LOC_CITY_NAME_VALLETTA
193, 0, Adopt Religion, N/A, LOC_CITY_NAME_PRESLAV
193, 1, Adopt Religion, N/A, CROOKED THRONE
193, 1, Adopt Religion, N/A, Verrinok
193, 1, Adopt Religion, N/A, Green Vale
193, 1, Adopt Religion, N/A, Nerevos
193, 1, Adopt Religion, N/A, Velkor-Daro
193, 1, Adopt Religion, N/A, Great Plains
193, 1, Adopt Religion, N/A, Relos
193, 1, Adopt Religion, N/A, Crooked Mapu
193, 1, Adopt Religion, N/A, Bemaraha
193, 1, Adopt Religion, N/A, WEST Port
193, 2, Adopt Religion, N/A, LOC_CITY_NAME_NGULU_MAPU
193, 2, Adopt Religion, N/A, LOC_CITY_NAME_WENTE_MAPU
193, 2, Adopt Religion, N/A, LOC_CITY_NAME_PUEL_MAPU
193, 2, Adopt Religion, N/A, LOC_CITY_NAME_CHADI_MAPU
193, 2, Adopt Religion, N/A, LOC_CITY_NAME_PIKUN_MAPU
193, 3, Adopt Religion, N/A, LOC_CITY_NAME_STIRLING
193, 3, Adopt Religion, N/A, LOC_CITY_NAME_CULLEN
193, 3, Adopt Religion, N/A, LOC_CITY_NAME_ROXBURGH
193, 3, Adopt Religion, N/A, LOC_CITY_NAME_CAGUANA
193, 3, Adopt Religion, N/A, LOC_CITY_NAME_DUMFRIES
193, 3, Adopt Religion, N/A, LOC_CITY_NAME_HADDINGTON
193, 3, Adopt Religion, N/A, LOC_CITY_NAME_DUMBARTON
193, 3, Adopt Religion, N/A, LOC_CITY_NAME_WIGTOWN
193, 4, Adopt Religion, N/A, LOC_CITY_NAME_BOGOTA
193, 4, Adopt Religion, N/A, LOC_CITY_NAME_CARTAGENA_DE_INDIAS
193, 4, Adopt Religion, N/A, LOC_CITY_NAME_PANAMA
193, 4, Adopt Religion, N/A, LOC_CITY_NAME_QUITO
193, 4, Adopt Religion, N/A, LOC_CITY_NAME_CUENCA
193, 4, Adopt Religion, N/A, LOC_CITY_NAME_LOJA
193, 4, Adopt Religion, N/A, LOC_CITY_NAME_GUAYAQUIL
193, 4, Adopt Religion, N/A, LOC_CITY_NAME_CHICAGO
193, 4, Adopt Religion, N/A, LOC_CITY_NAME_CUMANA
193, 4, Adopt Religion, N/A, LOC_CITY_NAME_MARACAIBO
193, 5, Adopt Religion, N/A, LOC_CITY_NAME_SPARTA
193, 5, Adopt Religion, N/A, LOC_CITY_NAME_ATHENS
193, 5, Adopt Religion, N/A, LOC_CITY_NAME_OLYMPIA
193, 5, Adopt Religion, N/A, LOC_CITY_NAME_KNOSSOS
193, 5, Adopt Religion, N/A, LOC_CITY_NAME_CORINTH
193, 6, Adopt Religion, N/A, LOC_CITY_NAME_WASHINGTON
193, 6, Adopt Religion, N/A, LOC_CITY_NAME_NEW_YORK
193, 6, Adopt Religion, N/A, LOC_CITY_NAME_BOSTON
193, 6, Adopt Religion, N/A, LOC_CITY_NAME_NEW_ORLEANS
193, 6, Adopt Religion, N/A, LOC_CITY_NAME_CHARLESTON
193, 6, Adopt Religion, N/A, LOC_CITY_NAME_LOS_ANGELES
193, 6, Adopt Religion, N/A, LOC_CITY_NAME_PHILADELPHIA
193, 7, Adopt Religion, N/A, LOC_CITY_NAME_OTTAWA
193, 7, Adopt Religion, N/A, LOC_CITY_NAME_MONTREAL
193, 7, Adopt Religion, N/A, LOC_CITY_NAME_HAMILTON
193, 7, Adopt Religion, N/A, LOC_CITY_NAME_QUEBEC_CITY
193, 7, Adopt Religion, N/A, LOC_CITY_NAME_BRANTFORD
193, 8, Adopt Religion, N/A, LOC_CITY_NAME_BAKAVU
193, 9, Adopt Religion, N/A, LOC_CITY_NAME_MAJAPAHIT
193, 9, Adopt Religion, N/A, LOC_CITY_NAME_TUBAN
193, 9, Adopt Religion, N/A, LOC_CITY_NAME_BANJARMASIN
193, 9, Adopt Religion, N/A, LOC_CITY_NAME_JAKARTA
193, 10, Adopt Religion, N/A, LOC_CITY_NAME_CARDIFF
193, 11, Adopt Religion, N/A, LOC_CITY_NAME_KANDY
193, 12, Adopt Religion, N/A, LOC_CITY_NAME_LISBON
193, 13, Adopt Religion, N/A, LOC_CITY_NAME_RAPA_NUI
193, 16, Adopt Religion, N/A, LOC_CITY_NAME_ARMAGH
193, 18, Adopt Religion, N/A, LOC_CITY_NAME_HATTUSA
193, 19, Adopt Religion, N/A, LOC_CITY_NAME_SINGAPORE
193, 20, Adopt Religion, N/A, LOC_CITY_NAME_BABYLON
193, 21, Adopt Religion, N/A, LOC_CITY_NAME_LA_VENTA
193, 24, Adopt Religion, N/A, LOC_CITY_NAME_JERUSALEM
193, 62, Adopt Religion, N/A, LOC_CITY_NAME_MBANZA_KONGO
193, 62, Adopt Religion, N/A, LOC_CITY_NAME_SAINT_JOHN
193, 5, Add belief to LOC_RELIGION_JUDAISM, BELIEF_SYNAGOGUE, N/A
193, 0, Adopt Religion, N/A, LOC_CITY_NAME_NARANJO
193, 0, Adopt Religion, N/A, LOC_CITY_NAME_PALENQUE_MAYA
193, 0, Adopt Religion, N/A, LOC_CITY_NAME_YOKIB
193, 0, Adopt Religion, N/A, LOC_CITY_NAME_CHICHEN_ITZA
193, 0, Adopt Religion, N/A, LOC_CITY_NAME_MBWILA
193, 0, Adopt Religion, N/A, LOC_CITY_NAME_MBUMBI
193, 0, Adopt Religion, N/A, LOC_CITY_NAME_UXMAL
193, 0, Adopt Religion, N/A, LOC_CITY_NAME_KWILA
193, 0, Adopt Religion, N/A, LOC_CITY_NAME_VALLETTA
193, 0, Adopt Religion, N/A, LOC_CITY_NAME_PRESLAV
193, 1, Adopt Religion, N/A, CROOKED THRONE
193, 1, Adopt Religion, N/A, Verrinok
193, 1, Adopt Religion, N/A, Green Vale
193, 1, Adopt Religion, N/A, Nerevos
193, 1, Adopt Religion, N/A, Velkor-Daro
193, 1, Adopt Religion, N/A, Great Plains
193, 1, Adopt Religion, N/A, Relos
193, 1, Adopt Religion, N/A, Crooked Mapu
193, 1, Adopt Religion, N/A, Bemaraha
193, 1, Adopt Religion, N/A, WEST Port
193, 2, Adopt Religion, N/A, LOC_CITY_NAME_NGULU_MAPU
193, 2, Adopt Religion, N/A, LOC_CITY_NAME_WENTE_MAPU
193, 2, Adopt Religion, N/A, LOC_CITY_NAME_PUEL_MAPU
193, 2, Adopt Religion, N/A, LOC_CITY_NAME_CHADI_MAPU
193, 2, Adopt Religion, N/A, LOC_CITY_NAME_PIKUN_MAPU
193, 3, Adopt Religion, N/A, LOC_CITY_NAME_STIRLING
193, 3, Adopt Religion, N/A, LOC_CITY_NAME_CULLEN
193, 3, Adopt Religion, N/A, LOC_CITY_NAME_ROXBURGH
193, 3, Adopt Religion, N/A, LOC_CITY_NAME_CAGUANA
193, 3, Adopt Religion, N/A, LOC_CITY_NAME_DUMFRIES
193, 3, Adopt Religion, N/A, LOC_CITY_NAME_HADDINGTON
193, 3, Adopt Religion, N/A, LOC_CITY_NAME_DUMBARTON
193, 3, Adopt Religion, N/A, LOC_CITY_NAME_WIGTOWN
193, 4, Adopt Religion, N/A, LOC_CITY_NAME_BOGOTA
193, 4, Adopt Religion, N/A, LOC_CITY_NAME_CARTAGENA_DE_INDIAS
193, 4, Adopt Religion, N/A, LOC_CITY_NAME_PANAMA
193, 4, Adopt Religion, N/A, LOC_CITY_NAME_QUITO
193, 4, Adopt Religion, N/A, LOC_CITY_NAME_CUENCA
193, 4, Adopt Religion, N/A, LOC_CITY_NAME_LOJA
193, 4, Adopt Religion, N/A, LOC_CITY_NAME_GUAYAQUIL
193, 4, Adopt Religion, N/A, LOC_CITY_NAME_CHICAGO
193, 4, Adopt Religion, N/A, LOC_CITY_NAME_CUMANA
193, 4, Adopt Religion, N/A, LOC_CITY_NAME_MARACAIBO
193, 5, Adopt Religion, N/A, LOC_CITY_NAME_SPARTA
193, 5, Adopt Religion, N/A, LOC_CITY_NAME_ATHENS
193, 5, Adopt Religion, N/A, LOC_CITY_NAME_OLYMPIA
193, 5, Adopt Religion, N/A, LOC_CITY_NAME_KNOSSOS
193, 5, Adopt Religion, N/A, LOC_CITY_NAME_CORINTH
193, 6, Adopt Religion, N/A, LOC_CITY_NAME_WASHINGTON
193, 6, Adopt Religion, N/A, LOC_CITY_NAME_NEW_YORK
193, 6, Adopt Religion, N/A, LOC_CITY_NAME_BOSTON
193, 6, Adopt Religion, N/A, LOC_CITY_NAME_NEW_ORLEANS
193, 6, Adopt Religion, N/A, LOC_CITY_NAME_CHARLESTON
193, 6, Adopt Religion, N/A, LOC_CITY_NAME_LOS_ANGELES
193, 6, Adopt Religion, N/A, LOC_CITY_NAME_PHILADELPHIA
193, 7, Adopt Religion, N/A, LOC_CITY_NAME_OTTAWA
193, 7, Adopt Religion, N/A, LOC_CITY_NAME_MONTREAL
193, 7, Adopt Religion, N/A, LOC_CITY_NAME_HAMILTON
193, 7, Adopt Religion, N/A, LOC_CITY_NAME_QUEBEC_CITY
193, 7, Adopt Religion, N/A, LOC_CITY_NAME_BRANTFORD
193, 8, Adopt Religion, N/A, LOC_CITY_NAME_BAKAVU
193, 9, Adopt Religion, N/A, LOC_CITY_NAME_MAJAPAHIT
193, 9, Adopt Religion, N/A, LOC_CITY_NAME_TUBAN
193, 9, Adopt Religion, N/A, LOC_CITY_NAME_BANJARMASIN
193, 9, Adopt Religion, N/A, LOC_CITY_NAME_JAKARTA
193, 10, Adopt Religion, N/A, LOC_CITY_NAME_CARDIFF
193, 11, Adopt Religion, N/A, LOC_CITY_NAME_KANDY
193, 12, Adopt Religion, N/A, LOC_CITY_NAME_LISBON
193, 13, Adopt Religion, N/A, LOC_CITY_NAME_RAPA_NUI
193, 16, Adopt Religion, N/A, LOC_CITY_NAME_ARMAGH
193, 18, Adopt Religion, N/A, LOC_CITY_NAME_HATTUSA
193, 19, Adopt Religion, N/A, LOC_CITY_NAME_SINGAPORE
193, 20, Adopt Religion, N/A, LOC_CITY_NAME_BABYLON
193, 21, Adopt Religion, N/A, LOC_CITY_NAME_LA_VENTA
193, 24, Adopt Religion, N/A, LOC_CITY_NAME_JERUSALEM
193, 62, Adopt Religion, N/A, LOC_CITY_NAME_MBANZA_KONGO
193, 62, Adopt Religion, N/A, LOC_CITY_NAME_SAINT_JOHN
199, 4, Add belief to LOC_RELIGION_CATHOLICISM, BELIEF_MISSIONARY_ZEAL, N/A
199, 0, Adopt Religion, N/A, LOC_CITY_NAME_NARANJO
199, 0, Adopt Religion, N/A, LOC_CITY_NAME_PALENQUE_MAYA
199, 0, Adopt Religion, N/A, LOC_CITY_NAME_YOKIB
199, 0, Adopt Religion, N/A, LOC_CITY_NAME_CHICHEN_ITZA
199, 0, Adopt Religion, N/A, LOC_CITY_NAME_MBWILA
199, 0, Adopt Religion, N/A, LOC_CITY_NAME_MBUMBI
199, 0, Adopt Religion, N/A, LOC_CITY_NAME_UXMAL
199, 0, Adopt Religion, N/A, LOC_CITY_NAME_KWILA
199, 0, Adopt Religion, N/A, LOC_CITY_NAME_VALLETTA
199, 0, Adopt Religion, N/A, LOC_CITY_NAME_PRESLAV
199, 0, Adopt Religion, N/A, LOC_CITY_NAME_MBANZA_KONGO
199, 1, Adopt Religion, N/A, CROOKED THRONE
199, 1, Adopt Religion, N/A, Verrinok
199, 1, Adopt Religion, N/A, Green Vale
199, 1, Adopt Religion, N/A, Nerevos
199, 1, Adopt Religion, N/A, Velkor-Daro
199, 1, Adopt Religion, N/A, Great Plains
199, 1, Adopt Religion, N/A, Relos
199, 1, Adopt Religion, N/A, Crooked Mapu
199, 1, Adopt Religion, N/A, Bemaraha
199, 1, Adopt Religion, N/A, WEST Port
199, 2, Adopt Religion, N/A, LOC_CITY_NAME_NGULU_MAPU
199, 2, Adopt Religion, N/A, LOC_CITY_NAME_WENTE_MAPU
199, 2, Adopt Religion, N/A, LOC_CITY_NAME_PUEL_MAPU
199, 2, Adopt Religion, N/A, LOC_CITY_NAME_CHADI_MAPU
