Game Turn, Player, Action, Belief, City
71, 8, Found Pantheon, BELIEF_DIVINE_SPARK, N/A
71, 8, Adopt Pantheon, N/A, LOC_CITY_NAME_MBANZA_KONGO
71, 8, Adopt Pantheon, N/A, LOC_CITY_NAME_MBUMBI
71, 8, Adopt Pantheon, N/A, LOC_CITY_NAME_KWILA
82, 2, Found Religion, RELIGION_SHINTO, N/A
82, 2, Add belief to LOC_RELIGION_SHINTO, BELIEF_FEED_THE_WORLD, N/A
82, 0, Adopt Religion, N/A, LOC_CITY_NAME_NARANJO
82, 0, Adopt Religion, N/A, LOC_CITY_NAME_PALENQUE_MAYA
82, 0, Adopt Religion, N/A, LOC_CITY_NAME_YOKIB
82, 1, Adopt Religion, N/A, CROOKED THRONE
82, 1, Adopt Religion, N/A, Verrinok
82, 1, Adopt Religion, N/A, Green Vale
82, 2, Adopt Religion, N/A, LOC_CITY_NAME_NGULU_MAPU
82, 2, Adopt Religion, N/A, LOC_CITY_NAME_MAMULL_MAPU
82, 2, Adopt Religion, N/A, LOC_CITY_NAME_WENTE_MAPU
82, 2, Adopt Religion, N/A, LOC_CITY_NAME_PUEL_MAPU
82, 2, Adopt Religion, N/A, LOC_CITY_NAME_CHADI_MAPU
82, 3, Adopt Religion, N/A, LOC_CITY_NAME_STIRLING
82, 3, Adopt Religion, N/A, LOC_CITY_NAME_CULLEN
82, 3, Adopt Religion, N/A, LOC_CITY_NAME_ROXBURGH
82, 4, Adopt Religion, N/A, LOC_CITY_NAME_BOGOTA
82, 4, Adopt Religion, N/A, LOC_CITY_NAME_CARTAGENA_DE_INDIAS
82, 4, Adopt Religion, N/A, LOC_CITY_NAME_PANAMA
82, 4, Adopt Religion, N/A, LOC_CITY_NAME_QUITO
82, 5, Adopt Religion, N/A, LOC_CITY_NAME_SPARTA
82, 5, Adopt Religion, N/A, LOC_CITY_NAME_ATHENS
82, 5, Adopt Religion, N/A, LOC_CITY_NAME_OLYMPIA
82, 6, Adopt Religion, N/A, LOC_CITY_NAME_WASHINGTON
82, 6, Adopt Religion, N/A, LOC_CITY_NAME_CHICAGO
82, 6, Adopt Religion, N/A, LOC_CITY_NAME_NEW_YORK
82, 7, Adopt Religion, N/A, LOC_CITY_NAME_OTTAWA
82, 7, Adopt Religion, N/A, LOC_CITY_NAME_MONTREAL
82, 8, Adopt Religion, N/A, LOC_CITY_NAME_MBANZA_KONGO
82, 8, Adopt Religion, N/A, LOC_CITY_NAME_MBUMBI
82, 8, Adopt Religion, N/A, LOC_CITY_NAME_KWILA
82, 8, Adopt Religion, N/A, LOC_CITY_NAME_MBWILA
82, 8, Adopt Religion, N/A, LOC_CITY_NAME_BAKAVU
82, 9, Adopt Religion, N/A, LOC_CITY_NAME_MAJAPAHIT
82, 9, Adopt Religion, N/A, LOC_CITY_NAME_TUBAN
82, 9, Adopt Religion, N/A, LOC_CITY_NAME_BANJARMASIN
82, 10, Adopt Religion, N/A, LOC_CITY_NAME_CARDIFF
82, 11, Adopt Religion, N/A, LOC_CITY_NAME_KANDY
82, 12, Adopt Religion, N/A, LOC_CITY_NAME_LISBON
82, 13, Adopt Religion, N/A, LOC_CITY_NAME_RAPA_NUI
82, 14, Adopt Religion, N/A, LOC_CITY_NAME_MOHENJO_DARO
82, 15, Adopt Religion, N/A, LOC_CITY_NAME_CAGUANA
82, 16, Adopt Religion, N/A, LOC_CITY_NAME_ARMAGH
82, 17, Adopt Religion, N/A, LOC_CITY_NAME_HONG_KONG
82, 18, Adopt Religion, N/A, LOC_CITY_NAME_HATTUSA
82, 19, Adopt Religion, N/A, LOC_CITY_NAME_SINGAPORE
82, 20, Adopt Religion, N/A, LOC_CITY_NAME_BABYLON
82, 21, Adopt Religion, N/A, LOC_CITY_NAME_LA_VENTA
